Vestiging,lvl3,lvl4,Jaar-maand,Realisatie,Budget
9.25,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,1206.32,759.84
9.25,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,2223.93,755.29
9.25,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1839.03,948.95
9.25,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,2158.27,948.95
9.25,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,1900.15,953.51
9.25,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,2519.0,2705.59
9.25,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,2073.79,2705.59
9.25,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,2110.14,2705.59
9.25,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,1402.66,2330.8
9.25,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,2155.96,2330.8
9.25,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,2053.33,2329.66
9.25,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,66.0,214.17
9.25,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,181.19,214.17
9.25,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,93.35,207.33
9.25,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,449.94,407.83
9.25,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,355.78,407.83
9.25,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,678.63,412.39
10.17,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,3042.18,475.04
10.17,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,3227.04,475.04
10.17,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,5405.82,470.49
10.17,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1887.92,948.95
10.17,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,1809.22,948.95
10.17,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,2770.45,953.51
10.17,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,4899.81,5334.86
10.17,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,4886.09,5334.86
10.17,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,4551.33,5339.41
10.17,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,6001.39,7053.9
10.17,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,6513.0,7053.9
10.17,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,6706.91,7052.76
10.17,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,316.35,236.95
10.17,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,-62.08,236.95
10.17,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,342.37,241.51
10.17,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,1030.42,722.25
10.17,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,966.5,722.25
10.17,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,1626.02,718.83
12.02,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,2185.1,856.68
12.02,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,2108.97,856.68
12.02,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,3345.44,846.42
12.02,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,4106.17,3733.15
12.02,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,4239.89,3733.15
12.02,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,3175.12,3728.59
12.02,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,7822.15,6262.16
12.02,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,7627.79,6262.16
12.02,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,10616.64,6263.3
12.02,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,275.55,236.95
12.02,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,144.02,236.95
12.02,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,198.03,241.51
12.02,lvl3_dummy_6,lvl4_dummy_28,2025-10-01,4869.9,3878.96
12.02,lvl3_dummy_6,lvl4_dummy_28,2025-11-01,5164.17,3878.96
12.02,lvl3_dummy_6,lvl4_dummy_28,2025-12-01,4380.74,3878.96
12.02,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,381.47,518.33
12.02,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,413.38,518.33
12.02,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,1029.61,517.2
12.95,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,3849.86,17372.74
12.95,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,7796.17,17372.74
12.95,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,141952.26,17372.74
12.95,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,248.49,190.25
12.95,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,272.6,190.25
12.95,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,305.24,185.69
12.95,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,253.15,19.37
12.95,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,138.66,19.37
12.95,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,384.23,14.81
12.95,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,-93.13,236.95
12.95,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,97.66,236.95
12.95,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,317.78,241.51
13.87,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,2590.45,1899.04
13.87,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,2407.84,1899.04
13.87,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,3955.38,1894.48
13.87,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,3881.4,5220.94
13.87,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,4607.86,5220.94
13.87,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,3829.84,5225.49
13.87,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,5849.91,4752.73
13.87,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,5203.94,4752.73
13.87,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,6737.41,4756.14
13.87,lvl3_dummy_6,lvl4_dummy_26,2025-10-01,418.18,284.8
13.87,lvl3_dummy_6,lvl4_dummy_26,2025-11-01,124.43,284.8
13.87,lvl3_dummy_6,lvl4_dummy_26,2025-12-01,303.76,284.8
13.87,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,1215.22,854.4
13.87,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,902.3,854.4
13.87,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,2133.52,854.4
15.72,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,1153.62,948.95
15.72,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,1408.66,948.95
15.72,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,-3889.78,953.51
15.72,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,162.85,142.4
15.72,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,91.85,142.4
15.72,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,-0.36,142.4
15.72,lvl3_dummy_6,lvl4_dummy_28,2025-10-01,21563.95,20502.12
15.72,lvl3_dummy_6,lvl4_dummy_28,2025-11-01,22843.23,20502.12
15.72,lvl3_dummy_6,lvl4_dummy_28,2025-12-01,24288.27,20497.56
15.72,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,1074.09,1025.28
15.72,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,1043.4,1025.28
15.72,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,1882.81,1025.28
20.34,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,4678.91,4462.23
20.34,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,4540.49,4462.23
20.34,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,7192.96,4457.68
20.34,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,-175.51,47.85
20.34,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,-1401.41,47.85
20.34,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,354.29,43.29
20.34,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,-696.31,160.63
20.34,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,-3198.74,160.63
20.34,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,4278.7,166.32
20.34,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,459.86,451.12
20.34,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,-788.7,451.12
20.34,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,1604.13,448.84
22.19,lvl3_dummy_6,lvl4_dummy_22,2025-10-01,-282.96,0.0
22.19,lvl3_dummy_6,lvl4_dummy_22,2025-11-01,913.62,0.0
22.19,lvl3_dummy_6,lvl4_dummy_22,2025-12-01,3136.71,0.0
22.19,lvl3_dummy_6,lvl4_dummy_23,2025-10-01,324.12,47.85
22.19,lvl3_dummy_6,lvl4_dummy_23,2025-11-01,-1200.06,47.85
22.19,lvl3_dummy_6,lvl4_dummy_23,2025-12-01,1011.6,43.29
22.19,lvl3_dummy_6,lvl4_dummy_24,2025-10-01,59.32,1071.98
22.19,lvl3_dummy_6,lvl4_dummy_24,2025-11-01,-1698.84,1071.98
22.19,lvl3_dummy_6,lvl4_dummy_24,2025-12-01,3026.85,1081.1
22.19,lvl3_dummy_6,lvl4_dummy_25,2025-10-01,2233.19,2278.39
22.19,lvl3_dummy_6,lvl4_dummy_25,2025-11-01,1489.51,2278.39
22.19,lvl3_dummy_6,lvl4_dummy_25,2025-12-01,3317.42,2278.39
22.19,lvl3_dummy_6,lvl4_dummy_27,2025-10-01,55.75,208.47
22.19,lvl3_dummy_6,lvl4_dummy_27,2025-11-01,-1979.52,208.47
22.19,lvl3_dummy_6,lvl4_dummy_27,2025-12-01,2856.02,213.03
0.0,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1324.47,852.12
0.0,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,1326.95,852.12
0.0,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,2196.43,845.28
0.0,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,0.0,66.07
0.0,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,-36.64,66.07
0.0,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,-36.64,70.63
0.0,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,-2166.32,3151.02
0.0,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,3380.35,3151.02
0.0,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,2986.22,3160.13
0.0,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,1033.35,967.18
0.0,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,1050.63,967.18
0.0,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,2321.5,958.06
0.92,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1.77,301.89
0.92,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,37.4,301.89
0.92,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,604.98,301.89
0.92,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,35.27,28.48
0.92,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,35.32,28.48
0.92,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,319.75,28.48
0.92,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,1186.56,308.72
0.92,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,2548.14,308.72
0.92,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,3708.2,306.44
0.92,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,39.16,323.53
0.92,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,104.33,323.53
0.92,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,106.86,314.42
1.85,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,2509.9,612.89
1.85,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2214.82,612.89
1.85,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,451.26,606.05
1.85,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,960.37,95.69
1.85,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,154.05,95.69
1.85,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,0.0,86.58
1.85,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,7143.42,1993.59
1.85,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,8398.81,1993.59
1.85,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,2251.86,1993.59
1.85,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,1974.46,755.29
1.85,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,1952.53,755.29
1.85,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,1959.67,748.45
2.77,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,388.75,886.29
2.77,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,708.04,886.29
2.77,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,2748.62,868.07
2.77,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,-36.55,95.69
2.77,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,265.93,95.69
2.77,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,66.43,86.58
2.77,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,931.46,3084.94
2.77,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,4280.61,3084.94
2.77,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,4857.76,3089.5
2.77,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,1881.73,1298.68
2.77,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,1257.91,1298.68
2.77,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,2336.76,1287.29
3.7,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,535.39,487.58
3.7,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,538.49,487.58
3.7,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,548.22,492.13
3.7,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,93.81,76.33
3.7,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,-19.04,76.33
3.7,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,16.9,71.77
3.7,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,-2166.32,5804.21
3.7,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,7677.68,5804.21
3.7,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1583.37,5800.79
3.7,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,-2319.26,1707.66
3.7,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,2808.35,1707.66
3.7,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,7997.77,1721.33
4.62,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1699.1,685.8
4.62,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2210.9,685.8
4.62,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1176.57,681.24
4.62,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,-35.35,85.44
4.62,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,20.14,85.44
4.62,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,45.75,85.44
4.62,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,1804.82,2539.27
4.62,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,1808.16,2539.27
4.62,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,2986.22,2541.55
4.62,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,889.76,314.42
4.62,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,127.68,314.42
4.62,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,889.76,323.53
5.55,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,519.93,389.61
5.55,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2810.19,389.61
5.55,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,5234.95,385.05
5.55,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,5.74,56.96
5.55,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,5.74,56.96
5.55,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,322.92,56.96
5.55,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,2138.2,1405.77
5.55,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,2520.97,1405.77
5.55,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1271.23,1396.65
5.55,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,3537.1,1254.26
5.55,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,565.18,1254.26
5.55,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,6902.21,1240.58
6.47,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1616.02,717.69
6.47,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,7143.42,717.69
6.47,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1463.43,706.3
6.47,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,-46.29,71.77
6.47,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,38.85,71.77
6.47,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,93.3,64.93
6.47,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,2239.97,3246.71
6.47,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,5212.73,3246.71
6.47,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,5215.22,3246.71
6.47,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,1138.5,295.05
6.47,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,60.35,295.05
6.47,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,1709.85,314.42
7.4,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1.77,379.35
7.4,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,1.77,379.35
7.4,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,2810.19,383.91
7.4,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,91.2,190.25
7.4,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,212.65,190.25
7.4,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,212.65,185.69
7.4,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,209.33,284.8
7.4,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,349.22,284.8
7.4,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,351.92,284.8
8.32,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,267.33,285.94
8.32,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,267.33,285.94
8.32,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,604.98,272.27
8.32,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,25.25,95.69
8.32,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,25.25,95.69
8.32,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,-36.53,86.58
8.32,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,2518.17,1719.05
8.32,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,2117.72,1719.05
8.32,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1681.2,1709.93
8.32,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,489.68,305.3
8.32,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,850.52,305.3
8.32,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,350.36,287.08
9.25,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,3314.92,385.05
9.25,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,-722.41,385.05
9.25,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,21114.84,372.52
9.25,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,52.82,67.21
9.25,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,0.0,67.21
9.25,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,0.0,58.1
9.25,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,9071.88,3711.5
9.25,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,2260.28,3711.5
9.25,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,4074.95,3716.06
9.25,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,8398.81,2327.38
9.25,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,3798.65,2327.38
9.25,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,2321.5,2328.52
10.17,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,-2832.18,1256.53
10.17,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2455.31,1256.53
10.17,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1182.4,1238.31
10.17,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,212.65,95.69
10.17,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,1370.64,95.69
10.17,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,732.86,86.58
10.17,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,4126.54,6046.85
10.17,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,7106.47,6046.85
10.17,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,6088.89,6051.41
10.17,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,1626.18,791.74
10.17,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,624.37,791.74
10.17,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,1135.83,803.13
12.02,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,4948.68,1516.27
12.02,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,1704.58,1516.27
12.02,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,4857.76,1513.99
12.02,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,305.49,95.69
12.02,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,604.98,95.69
12.02,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,-7.04,86.58
12.02,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,7099.92,4328.95
12.02,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,4820.66,4328.95
12.02,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,4820.66,4328.95
12.02,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,-3457.66,1044.64
12.02,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,19054.29,1044.64
12.02,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,-3374.45,1040.09
12.95,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,1906.24,1899.04
12.95,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,1906.24,1899.04
12.95,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1463.43,1883.09
12.95,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,960.37,142.4
12.95,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,278.67,142.4
12.95,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,604.98,142.4
12.95,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,5123.04,8307.02
12.95,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,5178.24,8307.02
12.95,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,9196.34,8302.46
12.95,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,-3457.66,1042.36
12.95,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,3024.7,1042.36
12.95,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,-2316.58,1065.15
13.87,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,2404.59,887.43
13.87,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2404.59,887.43
13.87,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,1463.43,889.71
13.87,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,604.98,142.4
13.87,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,604.98,142.4
13.87,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,267.33,142.4
13.87,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,4820.66,3798.08
13.87,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,2801.67,3798.08
13.87,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,2296.11,3788.97
13.87,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,4820.66,3035.96
13.87,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,2296.11,3035.96
13.87,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,3019.5,3035.96
14.8,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,731.94,2281.81
14.8,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,168.01,2281.81
14.8,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,2748.62,2286.37
14.8,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,7885.4,9336.85
14.8,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,5209.04,9336.85
14.8,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1463.43,9336.85
14.8,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,4347.66,6313.43
14.8,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,5017.5,6313.43
14.8,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,8019.42,6308.87
15.72,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,85303.11,75401.13
15.72,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,85303.11,75401.13
15.72,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,130049.87,75394.29
15.72,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,414.13,94.55
15.72,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,645.68,94.55
15.72,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,645.68,99.11
15.72,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,4125.44,4348.31
15.72,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,8428.12,4348.31
15.72,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,1681.2,4343.76
15.72,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,9976.52,8922.19
15.72,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,9976.52,8922.19
15.72,lvl3_dummy_7,lvl4_dummy_32,2025-12-01,9976.52,8940.41
19.42,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,61.07,56.96
19.42,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,-36.53,56.96
19.42,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,-36.74,56.96
20.34,lvl3_dummy_7,lvl4_dummy_29,2025-10-01,2007.14,3774.16
20.34,lvl3_dummy_7,lvl4_dummy_29,2025-11-01,2679.02,3774.16
20.34,lvl3_dummy_7,lvl4_dummy_29,2025-12-01,4857.76,3778.71
20.34,lvl3_dummy_7,lvl4_dummy_30,2025-10-01,0.56,95.69
20.34,lvl3_dummy_7,lvl4_dummy_30,2025-11-01,0.56,95.69
20.34,lvl3_dummy_7,lvl4_dummy_30,2025-12-01,0.64,86.58
20.34,lvl3_dummy_7,lvl4_dummy_31,2025-10-01,425.99,598.08
20.34,lvl3_dummy_7,lvl4_dummy_31,2025-11-01,1326.27,598.08
20.34,lvl3_dummy_7,lvl4_dummy_31,2025-12-01,5165.53,598.08
20.34,lvl3_dummy_7,lvl4_dummy_32,2025-10-01,2402.01,617.44
20.34,lvl3_dummy_7,lvl4_dummy_32,2025-11-01,922.16,617.44
